artist_hottest_name,artist_hottest_id,artist_hottest_hotttnesss
Ali Zafar,ARV326Q1187B990B47,0.625413
David Bowie,ARJA1841187FB3A029,0.814477
Ebi,ARV97TJ1187FB509D8,0.588241
Parviz Meshkatian,ARUUWTI11F4C8471BC,0.487383
Jebediah,AROG3OY1187B9AC9BE,0.51888
Los Mojarras,AROFOED119B3402F06,0.496729
Big Joe Turner,ARMBMEF1187FB42A00,0.548209
The Fray,AR4EQ231187B99368F,0.653491
Mississippi John Hurt,ARHNCQ31187B9915DC,0.561348
Brian Boru Irish Pipe Band,ARNCPRV1257509E0A6,0.433656
Walt Whitman,ARJUHI8119B8669B74,0.50142
Pokahontaz,AR2OQSP1187B9959A9,0.589372
Kamp!,ARWPXRT122BCFC8F50,0.54212
Tomasz Sta??ko Quintet,ARPVHKF11C8A4211B6,0.473775
Happysad,ARFXBZX1187FB478D4,0.611251
Farben Lehre,AR9E0681187B99DC4C,0.572866
Vavamuffin,ARJEL1O1187FB36E46,0.531991
Frankie Yankovic,AR1IUFD119B866994E,0.473732
Three Houses Down,AR5W7271187FB4F7FA,0.498216
I Muvrini,ARBXXRW1187B9BA4D2,0.485872
Ellie Goulding,ARKTTJV12592CDA07F,0.901275
Rihanna,ARKU3Z61187FB51DCA,0.830018
Tonight Alive,ARDKMEX129601F7EBC,0.577124
DJ Antoine,AR2E3LI1187FB38797,0.761386
Fall Out Boy,ARSG7NQ1187FB57482,0.79758
Drake,ARODZUF11F4C841E1F,0.892731
Maroon 5,ARF5M7Q1187FB501E8,0.849666
Bass Drum Of Death,ARNVNST126FE0252E2,0.571065
Armando Hernandez,AR0LJR51187FB370DD,0.489892
The Shaky Hands,ARIIFAI1187B9B101B,0.496891
Mickael Carreira,AR9LSTT1187B9A87B0,0.513281
Jorge Palma,ARYIS5G1187FB3B432,0.53012
Explosions in the Sky,ARP5KQF1187B9B4DD1,0.609026
Shalamar,ARA8HTC1187B989150,0.540561
Rhyze,AROJIQK12086C12D8F,0.484465
Foo Fighters,AR6XPWV1187B9ADAEB,0.795885
At the Drive-In,ARXXCAI1187FB4D555,0.576816
Baroness,ARKLA8V1187B999B68,0.632467
For All I Am,ARHWRIN133F5CF7D60,0.496925
Television,ARF20OM1187B990CAD,0.568066
Bryce Janey,AR5SA9P1187B99FCE8,0.477312
Navicon Torture Technologies,ARZ51KH1187B9A22A6,0.517147
HammerFall,AROXIDV1187B9B222F,0.701657
Manufactura,ARWO7MW1187B989E8E,0.512666
Teenage Fanclub,ARHPPJK1187B9AC897,0.577585
Iron Lung,ARBCI0P1187B9B5D8C,0.52551
The Queers,ARIEKZA1187B98FED4,0.523701
Earnest Pugh,ARQSXJW122ECCBA6F0,0.546578
Boil,ARM42JX1187B9B20A6,0.515743
Trampled by Turtles,ARONNX51187B98DD47,0.583726
Ti??sto,ARIW30O1187FB5A29A,0.821593
Ti??sto,ARIW30O1187FB5A29A,0.821593
Dream Theater,ARFYKUO1187B98D941,0.668145
Phaxe,ARCHZAA11F4C8462C4,0.545478
Kansas,ARZC45S1187FB3F374,0.613758
Armin van Buuren,AR0W7561187FB57131,0.810282
Soundprank,ARBNNFU12CEB275BFD,0.514346
Matt Bukovski,ARVFBOT12F310EFCFD,0.538976
The Velvet Underground,ARBFQ7L1187B9ACD48,0.667245
The Koolaid Electric Company,ARRUDCE11E2835CFEC,0.506716
Toad,AROQFOC1187B9A0F23,0.507456
The Doors,ARUGU0E1187B9B30F6,0.633199
Infected Mushroom,ARY7DQ91187B98C85E,0.606242
Bluetech,ARLZ7YF1187B9BA38D,0.582746
Nekromantix,AR4CB5F1187B99D170,0.544881
Nick Lowe,ARNJ2C31187B9B3239,0.547399
Circo,ARFYQIV1187B9AB4E0,0.491455
Miss Pooja,ARYUZ2F1187FB54D17,0.659909
The Ramones,ARMKODX11F50C4BD1B,0.610819
The Jon Spencer Blues Explosion,AR3KUCG1187B9A0BEA,0.531492
Plain White T's,ARXGKVD1187FB54D8F,0.695578
The Waffle Stompers,ARX1OQO11C8A421239,0.439473
Mohammed Rafi,AR3UL6M1187FB53D1F,0.669215
Vincent Valli??res,ARZORKK11E2835CDA4,0.613414
Barry White,ARVT7941187B9AEB48,0.617634
Robin Thicke,AROETUE1187FB4A677,0.75806
RCola,AR8ALAQ1187FB37D53,0.477966
Fats Waller,ARR1CN21187FB36BD6,0.52885
Cheb Hasni,AR9TVSJ1187B9A7F6F,0.535572
Pepe Aguilar,ARHH0AJ1187B98FB49,0.678229
The Notorious B.I.G.,ARSZ6MA1187FB43D29,0.768982
Limp Bizkit,AR5H4CJ1187B9AE949,0.706991
Mellowtoy,AR3UBZ11187B9A9EF9,0.502671
Linkin Park,ARQUMH41187B9AF699,0.728359
Dark Fury,ARYZDDW1241B9CCA8E,0.489294
David Moleon,ARTBKER1269FB37026,0.487127
Isaac Asimov,AR6RBLP1187FB4A38A,0.513768
Vassilis Tsitsanis,ARLIAEM11F4C843528,0.49053
Peter Tosh,ARW0Z9V1187B9A0699,0.596822
Mono & Nikitaman,ARUBS051187B9B60E7,0.567113
Ballyhoo!,ARZPM3N1187B9B14BE,0.540701
Nicky Jam,ARSTQ2A1187B99CF14,0.853727
La Arrolladora Banda El Lim??n,ARLNZDA122988EDC3E,0.762973
Relaxing Instrumental Jazz Ensemble,ARAJOXB12E29E92B4B,0.554756
Digital Sexy,ARKMXSD1313DF14895,0.450903
Guillaume Dufay,AR9JUVH1187FB4019E,0.522797
Mitch Murder,ARRRAOF12B7E67A52C,0.580755
Wo Fat,ARWQCMZ11F919A7941,0.508816
Bob Doss,AREEA0I1187B9B489E,0.445492
Khago,ARYLXHS1264D13A368,0.500567
La Tabar??,ARMHOVI11F4C83DCF1,0.503737
Sleater-Kinney,ARWKFPM1187FB4E712,0.555806
Led Zeppelin,ARDIBRT1187B9AF176,0.784638
Manel,ARL8OEH11C8A415C17,0.54727
Vicentico,ARZ00NA1187B992D9B,0.687841
Nenhum de N??s,ARY77941187FB471BA,0.553062
Can't,ARVUEUS1187B9B49DA,0.436608
Alton Ellis,AR7DNHO1187B992B0B,0.534799
Elvis Presley,ARULZ741187B9AD2EF,0.794542
Elvis Presley,ARULZ741187B9AD2EF,0.794542
Fly Project,ARQZ4AA1187FB4626A,0.703477
Proconsul,AR49DB11187B9B2420,0.499735
Pyotr Ilyich Tchaikovsky,AROU14811C8A423BC1,0.598896
Black Uhuru,ARMDWND1187B9AEBE2,0.579709
Bruce Springsteen,AR91C8S1187B990901,0.774736
Gipsy Kings,AR2UQQ51187B9AC816,0.5728
Digimortal,ARRUJJJ12802FDE3B8,0.501713
??????????,ARAPSCV129CDD176A9,0.68425
Serebro,ARLEBRU13A4B40015D,0.75426
Leningrad,ARVCPQM11F50C47776,0.56014
Mumiy Troll,ARRWVFN11F50C485C1,0.551581
Pink Razors,ARIEGIO1187FB385B4,0.36884
Willie Col??n,ARPVMJZ1187FB48D2D,0.580811
Richie Ray,ARBQMJ11187FB49B3F,0.488861
Elis Regina,ARVK1G41187FB37421,0.566114
Otis Murphy,ARAXISJ1241B9C6A57,0.400613
Andrea Berg,ARJBQRW1187FB3C7BE,0.55295
Torsten Kanzler,AR3DJ0H1187FB4BE72,0.464245
Giles Lamb,ARIVZIG128FFBAD456,0.549011
The Twilight Sad,ARARVH61187FB49215,0.563217
DJ T-Rock,AR7KYYO1187B9A27DF,0.447167
Our Last Night,ARJ8T1S1187FB5ACB7,0.6444
Kodan Armada,ARILCMQ11F4C84830F,0.525459
Glory of This,AR4DGCJ1187B9A7524,0.415683
TEA COZIES,ARPCEXT11EB9C82926,0.455321
Cassiya,ARUC4RY1187B9AACCE,0.43616
Wolfgang Rihm,ARLPH4D1187FB5629A,0.501655
Bruno & Marrone,ARXWTOJ1187B9A7848,0.710626
Chico Rey E Paran??,ARZZCEM1269FB339F4,0.489733
Bruno & Marrone,ARXWTOJ1187B9A7848,0.710626
Amira Medunjanin,ARMTESV136F6F0FD8A,0.498344
Fishermen's Friends,ARARBKF1242077E85C,0.475001
Bromheads Jacket,ART0AGH1187FB4765A,0.504847
??????????????????,ARGC7371187FB3C18A,0.568124
Walk the Moon,ARAZEGJ11E905798ED,0.834031
Yellow Ostrich,ARJUSZD127D395D53A,0.531571
The 1975,AROJAOG1391FF1AFE1,0.7675
Ride,ARJ745B1187B990106,0.572464
Kristin Chenoweth,ARV8BZX1187FB3E89E,0.57114
Taufik Batisah,ARRABCQ1187B9AF6EE,0.498369
Bob Dylan,AR5FP401187FB523C9,0.777312
Dushyanth Weeraman,AREXHJP13B9E60C673,0.504074
Sublime,ARW8F4B1187FB45EB4,0.613801
Sublime,ARW8F4B1187FB45EB4,0.613801
Bad Manners,ARIGFIZ1187FB4D6BA,0.586579
Bad Religion,AR46CAD1187FB4D84B,0.609918
The Vipers Skiffle Group,ARHT6QA1187B990BAF,0.45468
Squiggy,ARHJ1KY1187B99572A,0.472155
Dandy,ARKHBSM1187B99CEBF,0.440446
Daniel Savio,ARL544E1187FB36577,0.470964
Atrocious Abnormality,AR2NCHF1187FB5A4A8,0.504521
Night Fever,ARANEHX1241B9C6734,0.484089
The Brobecks,ARRA16A1187B9A8E7A,0.492852
Hardcore Superstar,ARP6TC61187FB56F8C,0.550283
Nature Sounds,ARQZPMH12D4DEAF1AF,0.632812
Rytmus,ARDWTNL1187FB40602,0.520916
Chiki Liki Tu-a,ARZGSWZ1187FB39ABF,0.517036
Tinkara Kova??,ARCGXOS1187B9B8C62,0.519197
Low,ARBZ19X1187B9ABB24,0.594573
Baroness,ARKLA8V1187B999B68,0.632467
Fourplay,ARLTXA21187FB471F2,0.630124
Solan Rai,ARVBTEV122ECCBAD2D,0.345666
Machel Montano,ARJXYQ11187B9B0FA8,0.554559
Otis Williams & The Charms,AR36AY91187B9B1F72,0.412082
Neil Diamond,AR40GSU1187FB3AA01,0.704567
Kid Moxie,ARBYZAT123E29C15DC,0.488212
Orchestra Super Mazembe,ARHUSDS1187FB54199,0.474895
Marvin Gaye,ARVNNXD1187B9AE50D,0.771595
Ray Charles,AR20CFC1187B98A25D,0.713238
Marvin Gaye,ARVNNXD1187B9AE50D,0.771595
Oddisee,ARAU43X1187B99FF18,0.571932
Horace Silver,ARNEWMP1187FB3DB31,0.572382
James Newton Howard,ARSZIBW1187B994053,0.708955
Jimmy Dludlu,ARCH5T21187FB597A6,0.482624
The Crabb Family,ARF53ZN1187B9B5300,0.575295
Lil Jon,ARHLGDG11F4C846A37,0.784921
Lynyrd Skynyrd,ARCOBLE1187B9A2446,0.654279
Al Green,ARNNRN31187B9AE7B7,0.602257
Omar Cunningham,AREUBCU11F50C49864,0.4561
Spiritualized,ARDRJSP126E2B3BEF8,0.560386
Orquesta Sinfonica,ARLVJTY1269FB25DB4,0.468511
Berrog??etto,ARYQQY31187B9ABBE1,0.474681
El Chojin,AR3WOLA1187B991552,0.567597
Lori Meyers,ARN86921187B9B258B,0.566324
Standstill,ARYZ9FU1187B99123F,0.528493
Los Salvajes,ARPQWQ41187FB3E8A1,0.491282
Gabinete Caligari,ARQGNEN1187FB4494C,0.54499
Alejandro Sanz,ARQATCR1187FB4D3E6,0.786724
Mal??,AR0R2CT1187FB4E64E,0.780066
Lendakaris Muertos,ARUWK591187FB5179D,0.579263
Ganjahr Family,ARLOQHM12592CDA0C5,0.482771
Sweet Female Attitude,AR80E9H1187B990B7B,0.502347
Megadeth,AR98JLC1187B9ADE23,0.626676
Noisekick,ARRPIHI1187B98DC69,0.500328
Andrea Gibson,ARKVWSE11EBCD75AA7,0.508406
Francis Monkman,AR15NAH1187FB466EE,0.473965
Abney Park,AR37CSL1187B9896B1,0.54766
Steel Drum Island,ARTBTTR1187B999076,0.479994
Old Lights,AROEUJQ1250941675A,0.479745
Wolf Larsen,AR88BJZ1187B98FB38,0.621053
Phosphorescent,ARL9MID1187B9ABA14,0.62613
Jon Fratelli,AR61RSY1187FB47A08,0.490384
Imagine Dragons,ARRVRFP126FE025327,0.831368
The Sword,ARYEEVC1187B9A68E5,0.60198
The Sword,ARYEEVC1187B9A68E5,0.60198
Gorilla Biscuits,ARMK2OI1187B98DE24,0.560616
Violent Affair,ARSIAER12EC561C818,0.41625
Erroll Garner,AR1FOTV1187B9BA0D0,0.531413
The New Lost City Ramblers,ARPYDTN1187B98B992,0.485177
Kate Price,ARKTE7L1187B9955B0,0.473994
Arditti Quartet,ARLIDTS11F4C83B83B,0.49214
Ishome,ARHFFSH1252CCFA1DD,0.507997
Ruggero DJ,ARBJNWH12DA0D13553,0.415406
Apulanta,ARTGNOD1187B9B4FB0,0.647846
Dick Dale,AR0W2OO1187FB5549E,0.581662
Tab Benoit,ARMVKJN1187B98E52E,0.526168
Johnnie Allan,ARLUZIY1187B98C1AB,0.479127
Jay Smith,ARRQLFI1187FB46968,0.59002
Backyard Babies,ARLA0BN1187B98DE7F,0.565582
Ison & Fille,ARBUDUV1187B995761,0.648531
Jonathan Johansson,ARYVFXL12086C12308,0.530828
H??kan Hellstr??m,ARQ1FA31187B9A1865,0.601187
Lars Jansson,ARBYG0L1187FB4543C,0.497463
Necrophobic,AR01KNZ1187FB35F28,0.584811
Loreen,ARUZUYU12EEE6497CB,0.753344
Trubbel,ARAWRNO1272BA7FF79,0.483075
Kebnekajse,ARBQTJT13A71F397C9,0.534278
Strebers,AR0S57P1187FB43BEE,0.505043
Kapten R??d,AR9B9J31187FB37942,0.594121
Susanne Berlin,ARYWCFC12131B4B568,0.503442
The Mobile Homes,ARA8OK21187B989F55,0.503679
Louis Armstrong,ARB1DDF1187FB4FCFB,0.687757
IYES,ARWLDVU14223FC0A63,0.567987
ChueLee,ARJK5XD1187FB3F815,0.461995
Black Tiger,ARFCOYA11E2835E71C,0.482537
77 Bombay Street,ARVBSMC1241B9CD020,0.492419
Dimmu Borgir,ARLSF8H1187B9A76B0,0.59257
Epica,ARCOU1E1187B9AEE6F,0.598949
Genesis,AROTVAL1271F5743BC,0.611397
Lykke Li,ARGHEC01187FB597B0,0.755385
???????€?,AR9ZP1S1187FB52513,0.728917
Little Mix,ARONVKP134198E55ED,0.82428
Carlos Gardel,ARLGBE01187B993466,0.54386
Guy Gerber,AR9VDMZ1187B9B2E09,0.56983
Archspire,ARGMTVW12F9DC11DB0,0.528394
Dying Fetus,ARGWPP11187B9AEF43,0.579789
Carl Craig,ARQ3EJL1187B98BF06,0.591313
Justin Bieber,ARFCWSZ123526A0AFD,0.91195
La Mafia,ARXHZC91187FB36034,0.561066
Floxytek,ARHYDWL1269FCD53CF,0.492071
The Mindtraveller,ARMZWW61187B9A8FA3,0.353523
B.B. King,AR4GAFY1187B9B639D,0.637317
Shooter Jennings,ARR1MO31187B9B4F9C,0.581985
Suharit Siamwalla,ARPGZXF1269FB2567B,0.498722
Mild,AR7JJ0V1187FB494D9,0.689902
Siege,ARB3NBY1187B9A67BB,0.52244
Megadeth,AR98JLC1187B9ADE23,0.626676
Switchtense,ARSUUC61187FB5AF4F,0.494941
Shu-De,AR52RKF1187FB40C6E,0.494205
Ya Dong,AR3Y5411187B996BFF,0.324688
Malpa??s,AR14OAI1187FB3E572,0.49672
Pupy y Los Que Son Son,AR2267U1187B9A4B25,0.505261
Fats Waller,ARR1CN21187FB36BD6,0.52885
Robert Johnson,AREWAAS1187B98C490,0.605959
Bob Fox,AR9MTOP1187B9A95D0,0.47869
Hank Williams,AR51USL1187FB44216,0.630905
Bob Dylan,AR5FP401187FB523C9,0.777312
Carleen & The Groovers,ARDXBH51187B9B932D,0.472446
Philomena Begley,ARLXEGE1187FB3AC29,0.493512
Black Culture,ARQIZRB1187B9B5CF1,0.429228
Oscar Harris,ARN1YHJ1187FB37CB4,0.476574
Dwight Pullen,ARVNGSW1187B996988,0.46656
Alastair McDonald,AR2Q0DZ119B34031BB,0.491431
Babylove & The Van Dangos,AR3SESJ1187FB57F5E,0.483584
Four Mints,ARQSTLK1187B9AF78B,0.479571
Bellevue Cadillac,AR18THL1187B99C4F1,0.492151
Ti??sto,ARIW30O1187FB5A29A,0.821593
Pentatones,ARJL7V911C8A42BB2F,0.483366
Rick Ross,ARNAIMI1187FB5733C,0.742523
Diplo,ARQDK391187FB3CA23,0.840847
Los Peyotes,AR1Y4NM11C8A41545D,0.49286
The Old Ceremony,AR2JU9G1187B9B3E06,0.493425
Offer Nissim,ARQ7FMG1187FB5CF39,0.539133
Led Zepagain,ARWRNJZ122ECCBC177,0.573549
Bonobo,ARRB71R1187FB5751C,0.671866
Marc Anthony,ARXM0CX1187B98FD56,0.75627
Silvio Rodr??guez,ARANB8N1187B9940A3,0.602861
Stoja,ARWZXUW1269FB38582,0.531804
N??kleer Ba??l??kl?? K??z,ARWCDIN12F12999A93,0.495062
M??nir Nurettin Sel??uk,ARS8HP31187B99A644,0.468594
H??seyin Turan,AR8UZ3Z11A348F0C81,0.515193
Sagopa Kajmer,AR9C7AQ1187FB410B4,0.552549
Faz??l Say,AR4A0IM1187FB5C8BD,0.505806
Hande Yener,ARHEQS81187FB4010B,0.691593
Hayko Cepkin,AR0GZV61187FB51B83,0.595472
DJ Shadow,ARME7101187FB3ECDD,0.714115
Holiday Flyer,ARRU5M31187FB4044D,0.355397
The Pastels,ARQJ9VM1187FB420BE,0.50722
Aby Wolf,ARTFEFY122CC3B143E,0.481704
Okkyung Lee,AR0OQ341187FB4E054,0.482915
Disciples,ARDCKCV11F50C504C8,0.663569
Shola Ama,ARV6K6X1187B9BA53F,0.527348
Dirty Dike,ARKKRNO12E30EB90A4,0.580309
Joy Division,ARKZXSQ1187B9AC9F3,0.61552
?????€????????,ARB7VKG1187B9AC81C,0.564818
Ukulele Jim,ARMMINZ129CDBEFECD,0.491151
Slechtvalk,ARWLDM91187B9912BD,0.515977
Talib Kweli,ARM6HLK1187FB427F0,0.675963
Akil Ammar,ARHELGY11F50C491AE,0.544926
G-Eazy,ARHUMSC12AF7DB6600,0.748277
The Shazam,AR3086O1187B991F23,0.412196
Sapient,ARIVFVU1187FB54302,0.496612
Tritonal,AR9S5JR11C8A416119,0.682445
Janet Jackson,ART4QZC1187FB51612,0.752127
Carlos Vives,ARLAWDD1187FB48367,0.755707
Said the Whale,ARPCD1H11C8A415862,0.537759
Murlo,AROSNCA135599D8EE2,0.49124
Hype Williams,ARTMNIF12592CDA04A,0.50613
Abhinanda,ARS0LKT1187FB40A7D,0.520834
Alex Christopher,ARPKIFU13CA7DCC327,0.415322
Elizeth Cardoso,ARZDJ3G1187FB59384,0.507815
La Vida Boh??me,AREGFGD1278B7CCB52,0.548235
Jesper Kyd,ARGLI7X1187B9930BB,0.578415
The Beth Edges,ARSSEYE129CDBEF6BC,0.485163
Thanh Bui,ARESITJ1269FB27009,0.534781
Finntroll,ARB5TJM1187B9A71FD,0.57763
Suzy Solidor,ARN6MEX1187B9B408E,0.464696
Carolina Tar Heels,ARAU62A1187B98A689,0.418454
Mother McCollum,ARFPCQT1187B99BE66,0.361926
Jack Hylton and his Orchestra,AROMNHB11F4C83CEEA,0.493164
Jackie Bernard,ARVGVV91187FB5C69A,0.339649
Mimi Roman,ARYXJR91187FB48C68,0.40254
Martha Eggerth,ARBYGQM1269FB31CFC,0.310319
Ulla Billquist,ARWCNED1187FB52BB6,0.462411
Georgia White,ARPUEKY1187B99ACDF,0.451716
Rick Randell,ARFTGSP1269FB34AEA,0.338949
Charlo,ARHX6P71187B9AE169,0.464415
Bill Mounce,ARLD2Q51187B9995B4,0.318034
Joshua Bell,ARSTIOO1187FB39B89,0.560642
Tyler Ward,ARSBXIR1241B9C859F,0.625159
the GazettE,AREKHZL1187FB45E77,0.729903
Bob Sinclar,ARGLOU61187FB55A07,0.681972
Ella Fitzgerald,ARIJE1A1187B9A458D,0.715285
40mP,ARZEOWK12767704A70,0.519702
Die Amigos,AR3OVN511C8A4168BA,0.486037
Aaron Martin,ARWB48X1187FB4AA06,0.509709
Gruff Rhys,AR1587M1187B9A4E88,0.543178
Bembeya Jazz National,AR7TGNH1187B9999C2,0.532423
DJ Quik,AROTIMO1187FB532BF,0.566984
Red Foley,AR9HABI1187FB3ACAA,0.507354
Eastman Wind Ensemble,ARPQV4I1187FB4B0CE,0.493955
Holy Other,ARKIQWL12F2B89BBB3,0.56382
TOKiMONSTA,ARUKIQX1271F5762F7,0.624076
Workout Remix Factory,ARPQDAR12EFE499D66,0.496891
Amadou & Mariam,AREXOET1187B9B80A3,0.586071
Tibet Project,ARWBAKN1187B98B20C,0.484637
Keali'i Reichel,ARR9RE51187B98E899,0.51149
Govinda,ARI6XPQ1187B98DE40,0.618154
Chris Tomlin,ARER3QP1187B9A8DC4,0.702713
Undertaker,AR6Z5RG1187B98F414,0.406727
Tonks and the Aurors,ARVYKHR12086C13B19,0.411317
France Gall,AR3J4WZ1187B9B17ED,0.543462
Ulla Pirttij??rvi,ARVJEOV1187B9B85C8,0.502431
Riblja ??orba,ARVICF31187FB4E62F,0.533096
Koenjihyakkei,ARWNWCV11F50C4D4E1,0.484021
Zillertaler Mander,ARZTBQU12AF7D9C6E8,0.488213
The Four Brothers,AR56MK21187B98DAA6,0.459898
Talking Heads,ARROQSO1187B9AEB80,0.614265
Kedjevara,ARRMZDE1269FB34E19,0.488998
Medhy Custos,ARUCW501187FB5180B,0.51933
Buckwheat Zydeco,ARKJHKX1187FB5AEE5,0.495122
