artist_name,artist_id,title,id,artist_hotttnesss
Nature Sounds,ARQZPMH12D4DEAF1AF,Gentle Rainfall,SOHZLYC14A53A50898,0.632812
Thomas Bergersen,ARNDQFP12CAE5159F8,The Hero in Your Heart,SOAUHJV1463AAB7F31,0.583624
Ott Lepland,ARZCBQH133B3F13939,Kuula (Eurovision 2012 - Estonia [Karaoke Version]),SOEUCGY13B0CE615DA,0.628671
Bella Lune,ARLNATF122ECCBE236,Transmissions,SOMXGQQ130516DA9AD,0.468675
Dead Can Dance,ARF8ZJW1187B98C949,Devorzhum,SOHKQRY13C89E6600F,0.597662
St. Vincent,AR0JBXL1187FB52810,On 'Just The Same...',SOIADOA1422510A8BA,0.61819
Mulatu Astatke,ARJBAZC11F50C480ED,D??w??l,SOICDAM131343A24F3,0.551369
Marko Polo,AR2JGD21187B98FD1D,Will You Make Love To Me ?,SOHCRLF130516DDDA2,0.461596
Scooter,AR4HL8H1187FB493DD,Too Much Silence (Album Edit),SOHXKYY13FB0F258FE,0.717226
Kylie Minogue,AR8V1X71187B9B919B,In My Arms (Live in New York),SOIACNT12AB018B8E6,0.778617
beNUTS,ARCW45X1187B98C677,Diehard,SOEOXWI1313438C244,0.49749
Valentina Monetta,ARVKFWA136E5711121,Di mia propriet??,SOIAJCZ13F6858B220,0.503668
Yma Sumac,ARDDQFZ1271F574470,Flame Tree,SOHYFWI131BC1F7538,0.544628
Swans,AR6IHPG1187FB55C49,My Birth,SOIASJO1315CD40F39,0.592001
Alexxi,ARADBSI1324E914373,Leave It All Behind,SOHBFUX14EBEA8AF46,0.471911
Barn Owl,ARZPUAF12086C12B71,Awakening,SORTCLO1315CD4A730,0.507231
Sonic Youth,AR3GAWW1187B9AD462,08 Hot Wire My Heart,SOIAGJT12B0B806C1C,0.605837
Mariza,ARR30921187FB36C2D,O Sil??ncio Da Guitarra,SOESGRO1313438A055,0.726868
DJ Top Gun,ARQMJOR137E74B067D,"DJ Khaled feat. Ludacris, Snoop Dogg, T-Pain & Rick Ross - All I Do Is Win (Instrumental Version)",SOIAERH13B0CDCE996,0.483908
Illuminata,ARRKBGD12B3B353EF0,Stormy Sea,SOEPJBB12DDCAD21DF,0.496322
Stanley Samuelsen,ARGUE3N1187B996AA6,Var ta?? so t?? seg??i,SOIBGBF12A8C13EB14,0.423801
Cigar,ARHBPPY1187B98ABD8,Weight of the World,SOALNBH12A58A77C50,0.505668
Mightyfools,AREBPMO1241B9C47D4,I Said (Sound Of Stereo Remix),SOHVHRX136C5996EBD,0.572023
Shreya Ghoshal,ARFOKIY11F50C4C27E,Lage Dol Patay Patay,SOHYXLI13C191C7ED0,0.760203
Breakbot,AR5OKXL11C8A415C78,The Beach (feat. Pacific!) - Comment?? par Pedro Winter,SOIKZAS15027C394B9,0.668154
Zomboy,ARZGBOU131FEA9FF8D,Here to Stay (Astronaut Remix),SOXSIEA13F64CFE308,0.572679
Don Ross,ARQH9NL1187FB530EC,Lucy Watusi,SOHPWHD13B2006BC6E,0.526145
Rattus,ARV99SV1187B9B1625,Sorrettujen puolue,SOHXZWS12A8C12FD4F,0.511471
Huge L,ARIAKUL123E29C125C,Betoniviidakos,SOIAJEE14AF1318E0B,0.538995
Sister Flo,ARXBE3O1187B9A9A85,Yst??vyys,SOHXXVG1315CD4B8AD,0.487805
Ricky-Tick Big Band,ARLSLFC133858352F2,Myrkkyy,SOGJJLI1501858A1D1,0.48103
Before the Dawn,ARP4QZ41187B99770C,Exile,SOEQAHD13167717CFF,0.531777
Suvi Ter??sniska,ARELYZK12086C1254D,,,0.629543
Camar??n de la Isla,ARYCBXF1187FB5CB9C,Limon De Cera,SOEUDZK12A6D4FBEA1,0.55159
Rite Hook,ARZJJZY1242077EB07,Pendulum,SOETCMI1427C69E225,0.479122
Bob Dylan,AR5FP401187FB523C9,A Hard Rain's A-Gonna Fall,SOHYGZM14123161142,0.777312
Sarah McLachlan,ARKGMWY1187FB48338,Building A Mystery-Exclusive,SOHZJCC13A18D2EDEC,0.701801
Korpiklaani,ARSZX2G1187B98FCCF,Running With The Wolves,SOHJEAV12A8C13D1E2,0.60492
Against Me!,ARDUFS01187FB4CF5E,True Trans Soul Rebel (Live),SOHZZBF14FD3A7E14F,0.585953
James Taylor,ARSF0K11187B9AF319,If I Keep My Heart Out Of Sight,SOETZPF1311AFEC4B0,0.721306
North Sea Radio Orchestra,ARTQK731187FB44DCE,Golden Cage,SOHUVKY12AB017F459,0.510312
Jorge Cafrune,AR1EYRJ1187FB50BE3,Caminito Espa??ol (En vivo),SOHZKDW142C3A98CFD,0.498267
Benny Andersson,ARLACHM1187FB5C279,Den V??rste Sult,SOHKNVL13E360DBAAC,0.489587
DJ Rashad,AREPOUG11F4C83D36C,,,0.554367
Geraldo Azevedo,ARAUIB21187B994EB5,Una Palabra,SOIBPHZ145772A4B8D,0.569501
Phosphorescent,ARL9MID1187B9ABA14,I Gotta Get Drunk,SOEUUSC131343A15AB,0.62613
The Easybeats,ARXBCH91187B996EF6,I'm A Madman,SOIBMXF13105FA532A,0.545996
Anthony Braxton,AR3I5C81187B9AD1F9,24 Tuba Realization,SOIAURM131677139B1,0.479739
Stevie B,ARSOYIA11F4C842DA4,Special One,SOHZAHC14E02CB245B,0.518362
Gabriel Yacoub,ARGFJZI1187B9B5AF1,Elle disait,SOICIUE12AB017E16A,0.433512
Tom Poisson,ARS4IYF1187FB53FE0,La Surprise,SOIVYXN13F709E174B,0.485047
Youssoupha,ARL4F9C1187FB46639,Babylon zoo,SOEUMCB1311AFED53F,0.67991
Imany,ARJATFR130708ED2D0,Take care,SOERHMG15131130A11,0.788702
Debbie Davis,AR0GZQD119B8668D66,Rap-A-Cito,SOIDBSS13741910D52,0.494647
Shy'm,ARNWPN01187FB49FBD,Sur La Route,SOIASVO13B1E030328,0.641618
Les Sales Majest??s,ARSGI7N1187B9B907C,Je Suis Fier,SOETCIX145494E7A3A,0.484158
Danakil,AR67DD21187FB53676,Samoura??s de l'occident,SOETEPJ12AB017E6FF,0.582057
Louise Attaque,ARV0VRA1187FB5C825,Revolver,SOIBVXP13129A8F9E8,0.558624
Psilocybe Project,ARROBQY122BCFCCF87,Its All About The Music,SOWMDIG137224436DE,0.494909
Ahab,ARR4HK51187FB4B7DD,Incidents,SOHZPSH13F35C9DAB7,0.538485
Rufus,ARRVS341187FB4C1C6,Confessions,SOHZBAD1453352641A,0.706237
Mc Carol,ARKOJKY136AD6DF2FC,Minha V?? T?? Maluca (Ao Vivo),SODRCDP137405D8B02,0.52085
Faith No More,AR0AJG11187FB51EFC,The Gentle Art Of Making Enemies,SOHZNTJ1373A5A5778,0.725686
BadboE,ARIJTXK11F4C83CDCC,Funk Medley (feat. MC Sens One),SOHZIQE1311AFDEA51,0.469536
Metasonica,AR6T8TD1187FB4338B,Remember Me Like This (Symphomania Compact Mix),SOHZUEJ131634AA30F,0.378863
Assemblage 23,AR8YYNB1187B9A4BB3,Psychotic (1995),SOIBPEY1311AFE3AD2,0.529802
Ice Cube,AROSI8L1187B9ACD43,Take Me Away,SOHZEEN13134388A9B,0.728178
Angerfist,ARIKTVC1187B99D694,No Fucking Anticipation - Accelarator Remix,SOIAOFF14517C26229,0.573603
Ataque Escampe,ARKUSSQ119B8668D2A,O ??ltimo Vampiro,SOENAEF131343946C9,0.477809
PrototypeRaptor,ARR19BL11C8A415C6F,Digital Exorcism - Original Mix,SOHNDMR14F9688FFAE,0.501531
Idjah Hadidjah,ARMOVH21187B9B81F6,Hiji catetan,SOIEUMJ1311AFD64CF,0.361897
Dr. Dre,ARZER7I1187FB385AF,Cabbage Patch (Mega Big Gangsta Mix),SOHYBFP12AAF3B2BAC,0.750003
Teenanger,ARWTJQN1187FB5665C,Zons,SOETBIW1418CF4ED8A,0.506629
White Lung,ARIDXVS1242077EC8C,I rot,SOHYYDA1393C17AFFD,0.529149
Scott H. Biram,ARZ8SNF1187FB39BBE,You Gotta Move,SOHZFDB1312A8A785B,0.55606
The White Stripes,AR8V1WA1187B9AD9E9,Hotel Yorba,SOIASDL13152A72235,0.698005
Olympic Ayres,AREZJAL13825745777,Black & Blue,SOEKXSZ13B1DD791E9,0.571821
Guided by Voices,ARI28971187FB57288,Redmen And Their Wives,SOHYXEC12AF72ABA40,0.586329
The Bedlam Bards,AR9EEXH1187B99E009,Why Paddy\'s Not at Work Today,SOIICOD1315CD44F7C,0.482126
Paul and Storm,ARMIRE01187B998507,Help Me Make the Music (Dragons) [feat. Mike Phirman],SOIBOCK13E36BA0040,0.457162
Among The Thirsty,ARNVVSX11E8F5BFD76,Sweet Embrace,SOHWFWK130516DBF5F,0.496668
Sido,ARW1D6G1187FB490CD,Ausm Weg,SOHYXSG12AB0181F28,0.793907
Kettcar,AR694KF1187B9AEB90,Rettung (TV Noir Version),SOENRPJ14307F1FE9C,0.566748
Primal Fear,AROLEZ71187B9AE552,Constant Heart,SOIAXIE150DB020AB9,0.584715
Toxpack,AR59VS71187FB557A8,Freiheit,SOIADVX1481EA77338,0.500624
Silbermond,ARJU3AJ1187FB461DC,Hinters Licht,SOHZUOT12AAFF40705,0.789188
Glasperlenspiel,ARUJFDO132698ABCC0,Moment,SOGUEUL14562103395,0.77902
WIZO,ARVHOJ81187FB36F03,Mein Tod,SOETHOQ1311AFDA08E,0.527212
Uwe Kr??ger,ARHE9L31187FB5B470,Roseanne,SOETEZC1313439B4D0,0.484032
Pan-Pot,ARHU8D91187FB371C4,P.O. Box (Mathias Schaffh??user Rmx),SOIAAVG1371844D78F,0.595431
DJ Deeon,ARIL9H31187B9893FF,Yo Mouf,SOEQKWL12A8C13B769,0.519892
Sqz Me,ARMTVWY13687E7208A,Arafa (feat. DigitalPunk) (Original Mix),SOHITGN1463B4D28A1,0.490675
The Goodies,ARPESZD1187B9AC7FB,Smash Your Glasses,SOEQIBF13F6B61C53F,0.466104
M??tley Cr??e,AREGV3K1187B9AF614,Keep Your Eye On The Money,SOHZJXP144BED2B512,0.65789
Autechre,AR4GKTH1187FB4C8DE,Liccflii,SOHYYSP136C75392B0,0.569983
Automotive,ARSHKTR11F4C84393D,Espacio,SOGZRNP1311AFDFF79,0.480626
OPIUO,ARLCECB1272BA77CF2,You need Love (Original Mix),SOITWFX13167713A4A,0.624062
Aero 21,ARCSTBM13568A192A4,Confusion - Abandoned Rainbow Remix,SOHYRUT14A44F9BDC7,0.431576
Agneton,ARDZOVC122E6447FB9,Hoa Nozem,SOIDDKB1371DDAEEB9,0.488602
Cattle Decapitation,AR3EZNY1187B9B7CED,The Burden of Seven Billion,SOIBYRO14E2C157C60,0.560178
Fred Hammond,ARONADA1187FB42E13,When I Come Home To You,SOHZXZO1372F14F82D,0.577526
The Zion Travelers,AR5R6TS1187FB39455,I'm Gonna Wait On Jesus,SOEPMCC13C6B33EA17,0.401689
Jermaine Edwards,ARAXPKJ1269FB3450F,Only You Alone (feat.bishop R.j. Edwards),SOHIKNB1315CD41824,0.466892
Icon For Hire,ARQSRIH11EBCD7B699,Cynics & Critics,SOICUXD141D29EC492,0.570282
Those Poor Bastards,AR2GKQO1187FB5451B,Mess Around,SOGZIBA13134393889,0.520358
Inside You,ARZZPYB123E29C20D6,A Sip Of Freedom,SOHYIRX1312A8AA493,0.452813
Within Temptation,ARJ97ZM1187B9AD147,Intro,SOIAURW1312A8AEC63,0.638805
Also,ARWF9G01187FB3C749,I Would Care,SOILTET1313438E2F2,0.509838
Bauhaus,ARKIQCZ1187B9A7C7C,In The Flat Field,SOETEFR1311AFDAC06,0.560084
Delain,AR0ZOAL1187B99F053,Your Body Is a Battleground (Orchestra Version),SOETXJW14490D31BCC,0.583745
Grimes,ARJUURB12AF7D91356,Realiti,SOIAIXJ150DCECBDE5,0.765261
Stavento,ARFJXND1187B993890,Miso Tragoudi,SOIBMWY12AB0187262,0.56795
Dousk,ARZ6R5V1187B98F1C8,Get Your Keys (Original Mix),SOICDNS1444FEC3EDD,0.51556
Monsieur Minimal,ARVIYEH11F4C843541,Lollipop (Spinnet Remix),SOERSWT1312A8ACC29,0.494369
Antropomorphia,ARNOYTM12086C11112,The Mourned and the Macabre,SOIGHAY13DC6E11D61,0.490732
Lethal Bizzle,ARKIOF41187B9B1944,Rari Workout (feat. JME & Tempa T),SOHWBMD147E99B37CA,0.679967
Napalm Death,AR0JZZ01187B9B2C99,Success? (Rough Mix),SOHYONU1372FD3BF32,0.560625
Blood Mortized,ARYTHRT135592022EF,Black Bird Blues,SOETHDY140117671AA,0.50566
Lamb of God,ARVJR1N1187FB4144A,Beating On Deaths Door,SOHZNQL145B05E2707,0.724114
Stone Temple Pilots,ARTAFV91187B9BA17C,Silvergun Superman,SOESQCY12AB01823BA,0.759542
July For Kings,ARF5DG31187B9896AD,Falling (How Do I?),SOICZVR1311AFDFD51,0.516086
Los Huracanes del Norte,ARG06F81187FB35EE2,El Embrujado,SOHZJTJ130516E0042,0.681336
David Hooper,AR1VQXW11C8A415711,Track 8,SOHYBIV13F4FA8B207,0.422528
Django Reinhardt,ARCA4IN1187B9B338B,In A Sentimental Mood,SOHXIRY14089B6FDF2,0.617678
DJ Gollum,AR9X3WO1187FB3EA36,Benzin im Blut (feat. Akustikrausch) (Phobia & Shaker Remix),SOHZVVC130516E195A,0.590599
DJ Isaac,AR41O131187FB51448,Fucking E,SOIABOB130516DFEA2,0.504931
Emphatic,AR9LBVI1187B9AE540,Time Is Running Out,SOESIBJ141B8298AFD,0.538891
Sonny Rollins,AR6Q4T91187B995616,Cutie,SOIABPJ1315CD43B08,0.577764
Wildstreet,ARXARAK12AF7D98860,Poison Kiss,SOIDZVR1315CD4E499,0.498282
Andy Whitby,ARQK5LD1187B9B87DA,I Need Your Lovin' (Edit),SOEUANS141B2AC17CE,0.474679
Def Leppard,ARR3GSP1187B9AD4C4,Promises,SOHYPXV14121C25592,0.740028
Ponamero Sundown,ARWCGYP122E6447E11,Made of Stone,SOVIMUL1312FE01C26,0.447674
Organ Donors,ARNLHY61187FB3A0C0,In Power - Wragg & Log:One's Under The Knife Remix,SOIAKGK15002129BB0,0.51906
Blood for Blood,ARNUDX41187FB3DBE0,Shut My Eyes Forever,SOETCDM12A6D4FB993,0.563271
UFO Project,AREKIJB1309DFD2600,The Drop - Original Mix,SOHPGQQ14046F3FE4F,0.451255
Redman,ARXWAQQ1187B9AE954,D.O.G.S.,SOHYUDL144DEC9EB9F,0.680441
Bad Brains,AR7Y6JX1187FB4D9B3,Long Time,SOHXUMC12A6701E86C,0.591089
Altern 8,AROHCC71187FB3F939,Hypnotic St-8 (St-8 Of Art Edit),SOEQFGJ13672E13FE1,0.504462
Headhunterz,AR3LEYJ1187FB5B685,The Space We Created,SOHYEJI15129C985A0,0.614451
Charlie Musselwhite,ARC23S41187B9A920E,.38 Special,SOHYTGD12A6D4FBF96,0.500118
Marcel Tournier,AR5FYK21187B9B361D,"Suite, Op. 34: II. Danse",SOHWTVR1311AFE7921,0.40796
Skrewdriver,ARLIKYQ1187FB3DD96,White Warriors,SOHYRGA1420EF616A6,0.527615
The Haxan Cloak,ARSBBRD131DD4BD6F3,The Mirror Reflecting (Part 1),SOHVEWD13E7550DC10,0.556545
Keali'i Reichel,ARR9RE51187B98E899,Lei Hali'a,SOIARWL12AF729D1B3,0.51149
Steven Halpern,AROC6N61187FB40B14,Blues By The Ganges,SOHYOXU13743BBF239,0.500487
Cold Harbour,ARRJXNC122988F8555,Unicorn,SOHDDEC130516DBE78,0.49174
Alice Cooper,AR1ABAO1187FB531E1,How You Gonna See Me Now,SOHZKAS131343A5504,0.67473
Tunes of Dawn,ARAGWRU122BCFC937C,Suicide Challenge,SOARAFT1312A8ADB97,0.476386
Donna Summer,ARVU2XO1187B9893DB,I Will Go With You (Con Te Partiro) (Radio Edit),SOIBTRF135CD86FB51,0.633971
E.T. Mensah,ARZBZWK1187B997CFB,Yei Ngebewoh,SOEPNAE1366A5E907C,0.479029
Pandit Jasraj,AR7946G1187B9A4100,Jai Jai Shri Durge And Har Har Har Bhutnath,SOHYYYX13E8B798EC1,0.492245
The Notorious B.I.G.,ARSZ6MA1187FB43D29,Guaranteed Raw [Demo] (Soundtrack Version Amended),SOHYRFH12AB0182B69,0.768982
Koriass,ARGPRXU1269FB34ED9,Probl??me Majeur,SOEUVOM1373416A0F8,0.48345
Dealema,ARSOICO1187B9AB88B,Anatomia Do Esp??rito,SOHBVXF14942B12660,0.487725
Technotronic,AR3YCSH1187FB3CEDC,Like This (Radio Version),SOHUGUI13D66982566,0.560722
Missy Elliott,ARXFB7K1187B9B1E54,Mr. DJ,SOERVJP12AF72A7C1B,0.781241
Sarkodie,ARPWUZE12D5CD750BB,Gun Shot (feat. Davido),SOHTUKB13DC2969934,0.542014
F??nf Freunde,AR6UFZX1187B9A7CDF,083 - und das Abenteuer im Hundschlitten - Teil 20,SOHXIET14DB524CDCE,0.512903
Zac Efron,ARAQK981187FB3E231,The Boys Are Back,SOBZBRN12AB01806A1,0.594519
Merle Haggard,AR470HW1187FB3B8DF,California Blues (Blue Yodel #4),SOHYGHP135C1C838CA,0.595211
Misfits,ARA1UU51187FB5A70B,Teenagers From Mars,SOIBPTU1376D5147A2,0.617323
Marz,AR6JVPO1187B9A6149,Parlez Vous Francais (feat. Scribe Tribe),SOIBMXB13E6CE17612,0.504095
Punnany Massif,ARCCXAI12C5BBEAC59,Defa Skit,SOGYXYX13EE6D758F6,0.521104
R??zsa Magdolna,AR0CFT71187FB5CFD4,Szerelem,SOIKSIF13CF159C082,0.595181
??kos,ARUDBB61187B9AEA91,K??z a tark??n,SOHXVQY13665742221,0.661047
Prince Royce,ARASIMV1257509D792,Corazon Sin Cara (TV Track Version),SOIAVWD13CF1D519C9,0.811735
E-40,ART39ZB1187B9B1E3A,Sliding Down The Pole,SOIAUTT1311AFE811E,0.671357
Agent Fresco,ARAYXEM130D2653D9E,Translations,SOERAQO13D3EDE3F62,0.597673
Danny Gokey,ARXMJMO11FED0C4415,Because of You,SOHXEPH146367B5768,0.558376
DJ Spooky,ARSORZD1187FB3877A,The OG - Goo (aka Le Gooster),SOIBJNU136760B05C8,0.547301
Thermal and a Quarter,ARONVEF1187B9AAF70,Holy Jose,SOIBIZO130516DCCFF,0.506543
Sufjan Stevens,AR7OA5G1187B98D3A0,Prairie Fire That Wanders About,SOIBLUD12A8C13F756,0.711685
Sad Souls,ARGWLLA13544FB4F3A,Silvered,SOGNHTT1372F5F1071,0.499371
Harriet the Spy,ARK6P1N1187B99383A,Unlisted,SOBKBID1315CD4B537,0.426946
Kerith Ravine,AR4VNSQ1187B999ADB,Two Empty Bottles,SONXHFL12A58A773B5,0.355281
Iron & Wine,AR4XX0N1187FB45C21,House By the Sea,SOETNKM12A8AE47EEA,0.661957
Harper Lee,ARWGS3L1187FB44932,"Gehe hin, stelle einen W??chter, Kapitel 48",SOHYUQM14F15E1FA1B,0.584856
The States,ARCTEZO1241B9C8E42,Saturday Night,SOGTVKN13167711FAB,0.512243
Holy Esque,ARZCXTF13DC061C58B,Sovereign,SOEWZXI14743832101,0.491472
Elvis Depressedly,AREGFLN13559201F08,Daughter of a Cop,SOIAOOE150DB08D3BB,0.550462
The Weeknd,ARYUDWF12F2B89BB33,Often - Kygo Remix,SOHTONI150D3927F38,0.895959
Interpol,ARNBMT71187B993523,Who Do You Think,SOHYOBD13167713B2D,0.721446
Clams,AROIP3T1187B9B0F0B,Monovision,SOEQVTW1311AFDCC51,0.519449
Frida Sundemo,ARGDTSX1269FCCED05,F??rkl??dd gud (Prelude),SOHQDXA13C69E1A222,0.521966
The XX,ARNDRBI122BCFCC2E3,Basic Space (M.A.T.H.E.S. Remix),SOIABNH12AB0184D53,0.752139
Stars and Rabbit,ARPDEOM138F8A0AE84,Summerfall (Live),SOTGCGY1417BE612C8,0.51977
peterpan,ARXP52G1187B9B53C3,Tertinggalkan Waktu,SOYZKSH131634A8A22,0.562628
Danny Everett,ARKTVAB119B3403A27,Moonlight Swim,SOHYFPQ1311AFEB6AB,0.434181
Cabaret Voltaire,ARVILQ41187FB3B1D8,Hells Home,SOIAPXS13748889863,0.555692
Marilyn Manson,ARC4K2E1187B9B6FDA,The Golden Age Of Grotesque,SOHZDCI12A6701D836,0.665397
Killing Joke,ARKSKF21187B9B7064,Turn to Red (Live in London),SOHYXCK12AF72A6461,0.652745
This Patch of Sky,ARQTIUE12E9676D096,Heroes and Ghosts,SOHWFUB142D1DB1032,0.486642
L??nasa,AR688CI1187B993BE2,Aoibhneas,SOHZDIJ1316771B4C5,0.54264
DAITHI,ARXAXHO13E6642C14A,Look Right at Me,SOICCBU145783C0C79,0.595903
The Coronas,ARM68A9119B86687EB,Someone Else's Hands,SOCQXKX12A8C141A03,0.626961
Matti Louhivuori,AREM1NL1187FB43234,J??tk??n puheenvuoro,SOESTEW1374156150E,0.423924
Sheikh Saad Al Ghamdi,ARTDEZF131B9F2079C,Surah Ar Rahmaan,SORZCAR1489EF5338A,0.422089
?????? ??????????,ARCRUOG1187B9A23A8,Besame Mucho,SOSMNST1315CD44F5E,0.483932
Savage,ARIJDGV1187FB51092,Before It Began,SOHYBHU1369F4D0461,0.670981
Canzoniere Grecanico Salentino,AR5YODZ1187B996179,Ahi lu core meu (pizzica di Ugento),SOIBCKA1475EC22133,0.475643
Fabri Fibra,AREUMQS1187FB3AC8F,10 Euro In Tasca Featuring Supa,SOIBLGT12AB017B406,0.570705
Marta sui tubi,ARSRNV41187FB5150E,Coincidenze,SOHZNMO1316771128C,0.530968
Stefano Bollani,ARPBICT1187FB410C3,Pierre et le loup,SOHZJDP131343A3B65,0.525837
Tiziano Ferro,ARXF40D1187B9A3FB3,Ti Scatter?? Una Foto - Live @ San Siro 2015,SOESWXG150F2390D69,0.74441
Loredana Errore,ARMCBFE12509416C9B,Cattiva,SOLDCPQ133EB4D669F,0.515278
Alphataurus,ARZLAE61187B9B86E2,La mente vola,SOHXAEL150D508E650,0.511667
Nerorgasmo,ARIHNJ11187B99806C,"Nello Specchio (1993 ""nerorgasmo"" lp (El Paso) Version)",SOEQVXQ13EE3B02B7D,0.517215
DJ Sanny J,ARFXBHG122BCFCBBEA,If I could,SOHZTDW12A8C13B355,0.548035
?????????????????????,ARRCWDK12086C15241,???????????????????????? (Ks_Remix),SOGJITU14F2EB4DCE7,0.676499
Akira Kosemura,ARXW5TC1187FB5A6CA,Alone for the First Time,SOIBOME13EE6140AAB,0.55971
DJ Technorch,AR8R4PD1187FB437BA,For Nothing,SOGNWST13729BA8F5D,0.523912
??????????????????,ARGC7371187FB3C18A,Mote Takute...,SOIAYTI14640AD69CD,0.568124
AKB48,ARNUUVP1187FB3D618,Can't hold you Wonderland - off vocal ver.,SOHYTZF147C04DD41C,0.754832
??????????????????????????????,ARFSIHC135592009F2,Nightmare dance,SOHYSAG14E0CA791E7,0.515641
the GazettE,AREKHZL1187FB45E77,DEUX,SOEUVMN14F969B3CE0,0.729903
??????,ARUR0AL1187B9A72C5,A Song For You,SOHXPJI1512AE4CC15,0.661921
Over Arm Throw,ARVROOM1269FCD48DF,By yourself,SOHZUVR134EE36B00F,0.50306
SPYAIR,ARJECUK12A57A06BB2,"Someday, Somewhere",SOEUXVR150F235496D,0.711532
Akiakane,ARKLNGO1187FB5BB4B,Fuckin' Media,SOIWNLQ13129A8F669,0.516286
KREVA,ARCTUJF1187B9A4042,Have a nice day !(LIVE ver.),SOIBDFB143A277BD9C,0.670919
????????????,ARXG05L1187B9B770A,ETERNAL WIND ???????????????????????????????????? 2015Ver. (????????????),SOJTEHY14DF596BABD,0.536621
Grateful Dead,AREGX5K1187B9B6C9E,Scarlet Begonias,SOHYDEP13CB668393D,0.6632
Big Star,ARSX6IX1187B9B640C,Don't Lie To Me (Live at Missouri University),SOHXUCF1311AFE1B6A,0.555744
Brookville,ARHVCYW1187B995EDC,Today,SOERMLX12AB01858D8,0.496182
DJ Kawasaki,ARP8MND1187B9A5397,ELEVATE YOUR MIND feat. TASITA D'MOUR (restless soul REMIX),SOEPKYQ143A17DD15B,0.505777
Boris,AR264J61187B98C8BB,La poule g??ante,SOHYBZM13134394493,0.501064
Crystal Kay,AR5NBPV1187FB485A0,HOLD ON,SOHYBUO13FE2611617,0.698413
??????????????????????????????,ARY32PW1187B9B620C,?????????????????????(Ole!),SOEPVOU13EC791A887,0.687724
Satomi Saeki,ARYEWPQ124207830A1,Matsuri no taiko ?€?Festival Drums?€?,SOSZLIV12AF72A3E1D,0.496522
Masonna,ARYV2UE1187B9AF02C,Part Viii,SOKNPXV144DEE76057,0.525989
Mark Egan,AR2ROVO1187FB4D2D6,Valley Hymn,SOIAZBD1311AFE5DA3,0.500615
Ray Charles,AR20CFC1187B98A25D,My Melancholy Baby,SOHXIDX143BB56A659,0.713238
J.J. Johnson,ARE7JKW1187FB4A7CA,Put On A Happy Face,SOIBHHV1315CD4599B,0.490457
Pat Metheny,AR1CD5Z1187B98F2C2,"North To South, East To West",SOHZBRF12AB0181BEB,0.56684
Animals as Leaders,ARPIJUN122989000B4,Weightless,SOIIEGA134EDB03DF5,0.578901
Brussels Jazz Orchestra,ARAXREL122988F158B,Seasoned,SOHYNCO13F8CE42C43,0.461606
Red Garland Trio,AREZ03W1187B98FFF5,Perdido,SOIUMRC131712D196E,0.493598
Kid Ink,ARFJXBN12F0DAC3E88,I Just Want It All (Clean),SOERTIX1393D86C44F,0.691981
Willie Clancy,ARXZP9T1187FB4565D,"Old Hag, You Have Killed Me / Old Tipperary (Jigs)",SOETLIX13FFC485191,0.46968
Neshama Carlebach,ARHA0XD1187B9A3633,Higher and Higher,SOGISNJ14B396F41E7,0.483447
Cannon's Jug Stompers,AREE69X1187FB438D6,Riley's Wagon,SOIYXEG1313439806F,0.498287
Ruth Brown,ARP78AT1187B9B5350,Daddy Daddy,SOHZKJL1376EB807ED,0.575228
Drumsound and Bassline Smith,ARATITD14162917ADE,Original Badboy,SOHYLMR12A81C20AD5,0.506233
Mark With a K,ARJDAOS13385834F08,Krijg Ons Niet Stil - Radio Version,SOHYEPY1451850BA49,0.593915
Andy C,AR6XNPM1187B98AE5E,Nightlife 6 Green Mix,SOIHCTD144E8874EF3,0.559787
??????,ARXHSWJ11E2835D731,Gangnam Style (???????????€???),SOINQKK14A411A24D9,0.762207
10cm,ARYEWVE12BEF24FA69,Smelly Girl,SOGNFCV14385FC4AB6,0.622886
f(x),AROBEGP12406A89D26,Rude Love,SOHZUCT1515D352102,0.76599
?????????,ARBKFXR1187B9A1E14,"25 years old, 21 years old(????????????, ????????????)",SOHSACY1424BC5DFF2,0.457006
Volker Pispers,AR1T6FN1187FB3D424,Siechenland,SOSYDAH13D0AC26082,0.496959
De R??uber,AR5BMCY1187FB3E976,Oh wat es dat sch??n,SOHXXJS15101DEF055,0.459241
Cowboy Indian Bear,ARFNYOX129CDBEF5E1,Bear vs.,SOITLHE131343A0889,0.460294
Detlev J??cker,AROTHYA1187B98FB40,Wir sind die wilden Seer??uber,SOIABII13669E45F8C,0.509146
Girish,ARYP1181187B9A0B9F,Bhakthiyenna,SOESECG145286512A9,0.636157
The Phoenix Foundation,AR2U3RE1187B98DF64,To A Lost Friend,SOEOXRN130516E18F2,0.518743
Anselmo Ralph,ARCOIYN11F4C84896A,Quero de Volta,SOEQWBP144DC55BB98,0.6821
Klapa Cambi,ARGTTY81187B9A8682,Lipa Slika,SOERVMC12AC468BD76,0.466948
The Klezmer Conservatory Band,AROXZL91187FB40560,Bruchas,SOGUDIQ12AF72A5926,0.479206
Carimi,AR308F21187B9A1D5D,Are U Ready,SOHZSTY1315CD4FF9F,0.522022
Can,AR94EZ61187B990729,Mother Sky,SOHZKBJ141089CA931,0.554921
DJ Vielo,ARZVHBF1269FCD68AD,Electro Batida,SOBZLKX1366F0C7B6B,0.447764
